movieid,Gross,USD,Title,Year,Genre,Budget,Gross Revenue,Additional Data,Copyright,Currency,Unnamed: 6,Profit / Loss,% Profit / Loss 
2437300,"GR: USD 66,676,062 (USA)",66676062,The Godfather: Part III (1990),1990,Crime,54000000,66676062,"148,170 (Sweden)",Paramount Pictures,USD,,12676062,23.47418889
2437434,"GR: USD 3,037,579 (USA) (5 August 2001)",3037579,The Golden Bowl (2000),2000,Drama,15000000,3037579,"75,700 (France) (26 September 2000) | 45,586 (France) (19 September 2000) | 9,394 (Netherlands) (31 December 2002) | 8,569 (Netherlands) (31 December 2001) | 79,149 (Spain) (31 August 2002) | 71,176 (Spain) (30 June 2001)","Golden Bowl Productions Ltd., 2000 (on print)",USD,,-11962421,-79.74947333
2437452,"GR: USD 79,817,937 (USA)",79817937,The Golden Child (1986),1986,Action,25000000,79817937,"257,807 (Sweden)",Paramount Pictures Corporation,USD,,54817937,219.271748
2437988,"GR: USD 61,389,680 (USA) (2 September 1985)",61389680,The Goonies (1985),1985,Adventure,19000000,61389680,"1,842,104 (Spain) (15 April 2003) | 127,687 (Sweden)",This Motion Picture © 1985 Warner Bros. Inc. Story and Screenplay © 1985 Warner Bros. Inc.,USD,,42389680,223.1035789
2438147,"GR: USD 43,153 (USA) (19 August 2012)",43153,The Graduate (1967),1967,Comedy,3000000,43153,"763,000 (Sweden)","© Embassy Pictures Corporation & Lawrence Turman, Inc.; 20 December 1967; LP40200 (in copyright registry)",USD,,-2956847,-98.56156667
2438279,"GR: USD 493,007 (USA) (1 December 1996)",493007,The Grass Harp (1995),1995,Comedy,8000000,493007,,,USD,,-7506993,-93.8374125
2438760,"GR: USD 38,625,550 (USA) (31 December 1992)",38625550,The Great Mouse Detective (1986),1986,Adventure,14000000,38625550,"171,346 (Sweden)",The Walt Disney Company,USD,,24625550,175.8967857
2439306,"GR: USD 136,801,374 (USA) (14 May 2000)",136801374,The Green Mile (1999),1999,Crime,60000000,136801374,"2,107,877 (Germany) (31 December 2000) | 241,317 (Netherlands) (31 December 2001) | 240,623 (Netherlands) (31 December 2000)","Copyright ©1999 CR Films, LLC All Rights Reserved. (on print)",USD,,76801374,128.00229
2439860,"GR: USD 28,900,000 (USA)",28900000,The Guns of Navarone (1961),1961,Action,6000000,28900000,"10,198,000 (France)",MCMLXI Open Road Films Limited,USD,,22900000,381.6666667
2440155,"GR: USD 88,036,683 (USA)",88036683,The Hand That Rocks the Cradle (1992),1992,Drama,11700000,88036683,"674,690 (Argentina) | 854,972 (France) (31 December 2000) | 1,740,921 (Germany) (31 December 1992) | 1,703,927 (Spain) (31 September 2002)","© MCMXCII Buena Vista Pictures Distribution, Inc. (on print)",USD,,76336683,652.4502821
2440733,"GR: USD 91,188,905 (USA) (24 October 1999)",91188905,The Haunting (1999),1999,Fantasy,80000000,91188905,"1,813,935 (Germany) (7 November 1999) | 2,121,798 (Germany) | 302,641 (Netherlands) (31 December 2000) | 302,264 (Netherlands) (31 December 1999) | 131,287 (Switzerland)",Copyright © 1999 DREAMWORKS LLC,USD,,11188905,13.98613125
2442666,"GR: USD 75,370,763 (USA) (11 October 1998)",75370763,The Horse Whisperer (1998),1998,Drama,60000000,75370763,"3,992,322 (Germany) (31 December 1998) | 3,808,028 (Germany) (22 November 1998) | 3,687,286 (Germany) (15 November 1998) | 3,480,290 (Germany) (8 November 1998) | 3,204,082 (Germany) (1 November 1998) | 2,831,674 (Germany) (25 October 1998) | 2,379,125 (Germany) (18 October 1998) | 1,834,952 (Germany) (12 October 1998) | 570,392 (Netherlands) (31 December 1999) | 346,934 (Netherlands) (31 December 1998) | 386,043 (Sweden) (31 December 1998)","Touchstone Pictures, 1998",USD,,15370763,25.61793833
2443099,"GR: USD 6,265,311 (USA)",6265311,The House of the Spirits (1993),1993,Drama,25000000,6265311,"3,841,000 (Germany) | 1,779,411 (Spain) (31 October 2002) | 361,312 (Sweden)",,USD,,-18734689,-74.938756
2443071,"GR: USD 617,403 (USA) (16 November 1997)",617403,The House of Yes (1997),1997,Comedy,1500000,617403,"1,119 (Netherlands) (31 December 1998)",1997 Spelling Films Inc.,USD,,-882597,-58.8398
2443201,"GR: USD 17,986,000 (USA)",17986000,The Howling (1981),1981,Horror,1000000,17986000,,© 1980 AVCO Embassy Pictures Corp.,USD,,16986000,1698.6
2443214,"GR: USD 2,869,369 (USA)",2869369,The Hudsucker Proxy (1994),1994,Comedy,30000000,2869369,"9,040 (Bulgaria) (1996) | 10,808 (Canada) (1994) | 4,814 (Czech Republic) (1996) | 281,499 (France) | 158,820 (Germany) | 16 (Netherlands) (1999) | 187,130 (Spain) | 103 (Switzerland) (2000)",© 1994 Warner Bros. (on print),USD,,-27130631,-90.43543667
2443380,"GR: USD 100,117,603 (USA) (5 January 1997)",100117603,The Hunchback of Notre Dame (1996),1996,Animation,100000000,100117603,"6,701,986 (France) (25 March 1997) | 6,416,087 (France) (25 February 1997) | 6,211,892 (France) (28 January 1997) | 5,181,234 (France) (31 December 1996) | 1,085,065 (France) (3 December 1996) | 2,845,408 (Germany) (26 January 1997) | 2,656,959 (Germany) (12 January 1997) | 2,241,421 (Germany) (29 December 1996) | 1,474,092 (Germany) (15 December 1996) | 400,032 (Germany) (1 December 1996) | 876,180 (Netherlands) (31 December 1997) | 529,452 (Netherlands) (1 January 1997) | 257,319 (Portugal) (9 January 1997) | 243,304 (Portugal) (2 January 1997) | 187,466 (Portugal) (26 December 1996) | 123,426 (Portugal) (19 December 1996) | 75,937 (Portugal) (12 December 1996) | 33,871 (Portugal) (5 December 1996) | 2,022,125 (Spain)",,USD,,117603,0.117603
2443509,"GR: USD 120,709,868 (USA)",120709868,The Hunt for Red October (1990),1990,Action,30000000,120709868,"1,141,695 (France) | 1,377,713 (Germany) | 375,835 (Sweden)",Paramount Pictures Corporation,USD,,90709868,302.3662267
2443624,"GR: USD 50,668,906 (USA) (16 April 2000)",50668906,The Hurricane (1999),1999,Biography,38000000,50668906,"38,202 (Netherlands) (31 December 2000)",,USD,,12668906,33.33922632
2443779,"GR: USD 7,837,632 (USA) (8 February 1998)",7837632,The Ice Storm (1997),1997,Drama,18000000,7837632,"1,713,871 (USA) | 309,430 (UK) | 83,824 (Denmark) | 241,981 (Germany) | 138,568 (Italy) | 30,180 (Netherlands) (31 December 1999) | 25,770 (Netherlands) (31 December 1998) | 275,376 (Spain)","Twentieth Century Fox Film Corporation, 1997 (on print)",USD,,-10162368,-56.4576
2444128,"GR: USD 5,217,498 (USA) (13 August 2000)",5217498,The In Crowd (2000),2000,Drama,15000000,5217498,"1,055 (Spain) (31 August 2002)",,USD,,-9782502,-65.21668
2444273,"GR: USD 1,977,544 (USA)",1977544,The Incredibly True Adventure of Two Girls in Love (1995),1995,Comedy,250000,1977544,,"Smash Pictures, 1995 (on print)",USD,,1727544,691.0176
2444351,"GR: USD 35,617,599 (USA)",35617599,The Indian in the Cupboard (1995),1995,Adventure,45000000,35617599,,,USD,,-9382401,-20.84978
2444704,"GR: USD 28,965,197 (USA) (23 April 2000)",28965197,The Insider (1999),1999,Biography,90000000,28965197,"420,065 (UK) (31 December 2000) | 398,951 (France) (31 December 2000) | 121,307 (Germany) (31 December 2000) | 468,913 (Italy) (31 December 2002) | 34,594 (Netherlands) (31 December 2001) | 34,489 (Netherlands) (31 December 2000) | 441,230 (Spain) (10 October 2003)",,USD,,-61034803,-67.81644778
2445287,"GR: USD 23,159,305 (USA) (21 November 1999)",23159305,The Iron Giant (1999),1999,Action,48000000,23159305,"63,447 (Netherlands) (31 December 2000) | 14,805 (Netherlands) (31 December 1999)",© 1999 Warner Bros. (on print),USD,,-24840695,-51.75144792
2445390,"GR: USD 27,663,982 (USA) (3 November 1996)",27663982,The Island of Dr. Moreau (1996),1996,Action,40000000,27663982,"234,343 (France) (28 January 1997) | 42,456 (Germany) (17 November 1996) | 3,637 (Netherlands) (1 January 1998) | 40,230 (Portugal) (1 May 1997) | 24,920 (Portugal) (24 April 1997) | 332,983 (Spain)","New Line Productions, Inc., 1996",USD,,-12336018,-30.840045
2445527,"GR: USD 54,910,560 (USA) (15 February 1998)",54910560,The Jackal (1997),1997,Action,60000000,54910560,"1,291,906 (Germany) (6 April 1998) | 1,085,231 (Germany) (30 March 1998) | 815,111 (Germany) (23 March 1998) | 390,011 (Germany) (16 March 1998) (opening week) | 196,926 (Netherlands) (31 December 1998) | 886,486 (Turkey)","Copyright © 1997 Universal City Studios, Inc.",USD,,-5089440,-8.4824
2445832,"GR: USD 65,520,064 (USA) (23 March 1986)",65520064,The Jewel of the Nile (1985),1985,Action,25000000,65520064,"245,162 (Sweden)",Twentieth Century Fox Film Corporation,USD,,40520064,162.080256
2446369,"GR: USD 44,342,956 (USA)",44342956,The Jungle Book (1994),1994,Adventure,27000000,44342956,"280,000 (France) (30 May 1995)",Vegahom Europe N.V.,USD,,17342956,64.23317037
2446644,"GR: USD 15,000,000 (USA) (1977)",15000000,The Kentucky Fried Movie (1977),1977,Comedy,650000,15000000,,,USD,,14350000,2207.692308
2446782,"GR: USD 69,688,384 (USA) (26 November 2000)",69688384,The Kid (2000),2000,Comedy,60000000,69688384,"767,817 (Spain) (10 August 2002) | 752,958 (Spain) (25 June 2001)",,USD,,9688384,16.14730667
2446984,"GR: USD 1,000,000 (USA)",1000000,The Killer Shrews (1959),1959,Horror,123000,1000000,,,USD,,877000,713.0081301
2448585,"GR: USD 2,987,297 (USA) (9 August 1998)",2987297,The Last Days of Disco (1998),1998,Comedy,8000000,2987297,,,USD,,-5012703,-62.6587875
2448671,"GR: USD 108,939 (USA) (10 January 1999) (re-issue)",108939,The Last Emperor (1987),1987,Biography,23000000,108939,"417,457 (Sweden)",copyright © Helmsdale Film Corporation 1987 (on print),USD,,-22891061,-99.52635217
2449747,"GR: USD 75,505,856 (USA)",75505856,The Last of the Mohicans (1992),1992,Action,40000000,75505856,"1,240,746 (France) | 830,086 (Germany)",COPYRIGHT © 1992 BY TWENTIETH CENTURY FOX FILM CORPORATION (on print),USD,,35505856,88.76464
2449498,"GR: USD 7,379,396 (USA) (16 October 1988)",7379396,The Last Temptation of Christ (1988),1988,Drama,7000000,1647309,"248,259 (Germany)",copyright 1988 Universal City Studios Inc. and Cineplex Odeon Films Canada Inc.,USD,,-5352691,-76.46701429
2450038,"GR: USD 27,207,265 (USA) (5 April 1992)",27207265,The Lawnmower Man (1992),1992,Horror,10000000,27207265,"387,476 (Germany) (31 December 1992)",,USD,,17207265,172.07265
2451328,"GR: USD 3,193,102 (USA) (30 January 2000)",3193102,The Limey (1999),1999,Crime,9000000,3193102,"19,278 (Netherlands) (31 December 2001) | 18,174 (Netherlands) (31 December 2000) | 76,715 (Spain) (10 August 2002)","Artisan Pictures Inc., 1999 (on print)",USD,,-5806898,-64.52108889
2451456,"GR: USD 94,240,635 (USA) (8 January 2012)",94240635,The Lion King (1994),1994,Adventure,45000000,94240635,"1,858,732 (Argentina) | 1,100,000 (Austria) | 81,520 (Belgium) | 280,533 (Belgium) | 248,363 (Finland) | 9,412,494 (France) (28 February 1995) | 10,122,000 (France) | 1,312,942 (France) (opening week) | 11,289,000 (Germany) | 6,064,405 (Spain) | 1,948,274 (Sweden)",© Copyright MCMXCIV The Walt Disney Company (on print); Walt Disney Pictures & Television; 20 June 1994; PA659979 (in copyright registry),USD,,49240635,109.4236333
2451832,"GR: USD 109,859,444 (USA) (1 February 1998) (re-issue)",109859444,The Little Mermaid (1989),1989,Animation,40000000,109859444,"590,411 (Germany) (23 August 1998) (re-release) | 529,330 (Germany) (16 August 1998) (re-release) | 492,586 (Germany) (9 August 1998) (re-release) | 325,211 (Germany) (26 July 1998) (re-release) | 135,469 (Germany) (12 July 1998) (opening week) (re-release) | 889,131 (Sweden)",© 1989 The Walt Disney Company (on print),USD,,69859444,174.64861
2452617,"GR: USD 33,328,051 (USA) (12 January 1997)",33328051,The Long Kiss Goodnight (1996),1996,Action,65000000,33328051,"782,294 (France) (28 January 1997) | 572,327 (France) (31 December 1996) | 418,538 (Germany) (29 December 1996) | 139,707 (Germany) (15 December 1996) | 178,383 (Netherlands) (31 December 1997) | 104,520 (Netherlands) (1 January 1997) | 122,653 (Portugal) (20 February 1997) | 110,600 (Portugal) (6 February 1997) | 100,911 (Portugal) (30 January 1997) | 90,051 (Portugal) (23 January 1997) | 74,222 (Portugal) (16 January 1997) | 49,622 (Portugal) (9 January 1997) | 222,335 (Spain)",New Line Productions Inc.,USD,,-31671949,-48.72607538
2452910,"GR: USD 30,471,420 (USA) (1979)",30471420,The Lord of the Rings (1978),1978,Fantasy,4000000,30471420,"259,514 (Sweden)",COPYRIGHT ©1978 BY THE SAUL ZAENTZ PRODUCTION COMPANY,USD,,26471420,661.7855
2452983,"GR: USD 399,793 (USA) (29 August 1999)",399793,The Loss of Sexual Innocence (1999),1999,Drama,4000000,399793,,,USD,,-3600207,-90.005175
2453333,"GR: USD 229,074,524 (USA) (12 October 1997)",229074524,The Lost World: Jurassic Park (1997),1997,Action,73000000,229074524,"4,847,326 (France) (31 March 1998) | 1,992,899 (France) (28 October 1997) (opening week) | 44,042 (France) (22 October 1997) (opening day) | 5,490,021 (Germany) (5 October 1997) | 5,447,183 (Germany) (29 September 1997) | 5,393,410 (Germany) (22 September 1997) | 5,289,543 (Germany) (15 September 1997) | 5,053,083 (Germany) (8 September 1997) | 4,628,156 (Germany) (1 September 1997) | 3,884,029 (Germany) (25 August 1997) | 2,825,925 (Germany) (18 August 1997) | 1,328,433 (Germany) (opening week) | 5,511,094 (Germany) | 798,313 (Netherlands) (31 December 1998) | 796,728 (Netherlands) (1 January 1998) | 443,095 (Portugal) (30 October 1997) | 418,816 (Portugal) (23 October 1997) | 391,222 (Portugal) (16 October 1997) | 326,150 (Portugal) (9 October 1997) | 203,891 (Portugal) (2 October 1997) (opening week) | 3,299,258 (Spain)",Amblin Entertainment,USD,,156074524,213.8007178
2453494,"GR: USD 8,276,228 (USA) (18 July 1999)",8276228,The Love Letter (1999),1999,Comedy,15000000,8276228,648 (Netherlands) (31 December 2000),,USD,,-6723772,-44.82514667
2456019,"GR: USD 13,801,755 (USA) (19 January 1998)",13801755,The Man Who Knew Too Little (1997),1997,Action,20000000,13801755,"129,272 (Germany) (21 June 1998) | 107,020 (Germany) (15 June 1998) | 12,901 (Netherlands) (31 December 1998)","Monarchy Enterprises B.K. and Regency Entertainment (USA), Inc, 1997",USD,,-6198245,-30.991225
2456586,"GR: USD 20,972,000 (USA)",20972000,The Man with the Golden Gun (1974),1974,Action,13000000,20972000,"10,250,000 (USA) | 644,000 (Sweden)",THE MAN WITH THE GOLDEN GUN Copyright © MCMLXXIV Danjaq S.A. All Rights Reserved,USD,,7972000,61.32307692
2457168,"GR: USD 119,936,108 (USA) (20 February 1995)",119936108,The Mask (1994),1994,Comedy,18000000,119936108,"3,189,985 (France) (3 January 1995) | 270,206 (Sweden)","New Line Productions, Inc.",USD,,101936108,566.3117111
2457188,"GR: USD 93,771,072 (USA) (3 January 1999)",93771072,The Mask of Zorro (1998),1998,Action,65000000,93771072,"194,811 (France) (20 October 1998) (opening week) | 844,801 (France) (20 October 1998) (opening week) | 26,060 (France) (14 October 1998) (opening day) | 3,429,000 (France) | 944,071 (Germany) (15 November 1998) | 841,040 (Germany) (8 November 1998) | 652,111 (Germany) (1 November 1998) | 332,051 (Germany) (25 October 1998) (opening week) | 239,338 (Netherlands) (31 December 1999) | 121,879 (Netherlands) (31 December 1998) | 420,000 (Portugal) | 4,021,163 (Spain)",© 1998 Global Entertainment Productions GmbH & Co. KG,USD,,28771072,44.26318769
2457464,"GR: USD 171,479,930 (USA) (26 September 1999)",171479930,The Matrix (1999),1999,Action,63000000,171479930,"178,659 (Germany) (25 May 2003) (re-release) | 3,194,163 (Germany) (18 July 1999) | 2,866,516 (Germany) (11 July 1999) | 2,413,899 (Germany) (4 July 1999) | 1,844,588 (Germany) (27 June 1999) | 671,737 (Netherlands) (31 December 2000) | 667,449 (Netherlands) (31 December 1999) | 2,936,830 (Spain) (10 March 2003) | 2,936,102 (Spain) (31 December 2001) | 465,677 (Sweden) (30 December 1999) | 462,844 (Sweden) (25 November 1999) | 452,577 (Sweden) (28 October 1999) | 432,039 (Sweden) (30 September 1999) | 362,039 (Sweden) (26 August 1999) | 225,869 (Sweden) (29 July 1999)","Warner Bros. - U.S., Canada, Bahamas & Bermuda; Village Roadshow Films (BVI) Limited - All Other Territories",USD,,108479930,172.1903651
2458457,"GR: USD 50,727,056 (USA) (28 February 1993)",50727056,The Mighty Ducks (1992),1992,Action,10000000,50727056,,"©MCMXCII BUENA VISTA PICTURES DISTRIBUTION, INC. All Rights Reserved",USD,,40727056,407.27056
2458984,"GR: USD 41,252,428 (USA) (2 March 1997)",41252428,The Mirror Has Two Faces (1996),1996,Comedy,42000000,41252428,"228,478 (France) (28 January 1997) | 501,155 (Germany) (3 March 1997) | 427,046 (Germany) (23 February 1997) | 119,645 (Germany) (9 February 1997) | 25,710 (Netherlands) (31 December 1998) | 25,585 (Netherlands) (1 January 1998) | 55,698 (Portugal) (27 February 1997) | 45,612 (Portugal) (20 February 1997)",,USD,,-747572,-1.779933333
2459227,"GR: USD 17,134,545 (USA) (12 April 1987)",17134545,The Mission (1986),1986,Adventure,24500000,17134545,"87,391 (Sweden)",© 1986 Kingsmere Productions Limited,USD,,-7365455,-30.06308163
2459369,"GR: USD 13,260,050 (USA) (27 June 1999)",13260050,The Mod Squad (1999),1999,Action,50000000,13260050,"8,579 (Netherlands) (31 December 1999)",,USD,,-36739950,-73.4799
2459538,"GR: USD 30,940,022 (USA) (18 May 1986)",30940022,The Money Pit (1986),1986,Comedy,10000000,30940022,,"U-Drive, Inc.",USD,,20940022,209.40022
2459965,"GR: USD 14,302,779 (USA)",14302779,The Mosquito Coast (1986),1986,Adventure,25000000,14302779,"457,000 (France) | 89,790 (Sweden) | 109,673 (West Germany) (1986)",© 1986 THE SAUL ZAENTZ COMPANY (on print),USD,,-10697221,-42.788884
2460384,"GR: USD 155,247,825 (USA) (12 September 1999)",155247825,The Mummy (1999),1999,Action,80000000,155247825,"144,406 (Finland) (19 August 1999) | 4,874,660 (Germany) (31 December 1999) | 4,295,597 (Germany) (18 July 1999) | 4,093,721 (Germany) (11 July 1999) | 3,821,130 (Germany) (4 July 1999) | 3,498,928 (Germany) (27 June 1999) | 2,250,171 (Germany) (13 June 1999) | 1,191,063 (Germany) (6 June 1999) (opening weekend) | 563,273 (Netherlands) (31 December 1999) | 3,696,652 (Spain) (30 June 2001) | 110,177 (Sweden) (29 July 1999)","Universal Studios, 1999 (on print)",USD,,75247825,94.05978125
2460492,"GR: USD 11,614,236 (USA) (14 November 1999)",11614236,The Muse (1999),1999,Comedy,15000000,11614236,,,USD,,-3385764,-22.57176
2461007,"GR: USD 458,815 (USA) (9 November 1997)",458815,The Myth of Fingerprints (1997),1997,Comedy,2000000,458815,,,USD,,-1541185,-77.05925
2461085,"GR: USD 86,930,411 (USA)",86930411,The Naked Gun 2�: The Smell of Fear (1991),1991,Action,23000000,86930411,"4,074,226 (Germany) (31 December 1991)",,USD,,63930411,277.9583087
2461289,"GR: USD 47,951,979 (USA) (16 September 1984)",47951979,The Natural (1984),1984,Drama,28000000,47951979,,Copyright ©1984 TRI-STAR PICTURES,USD,,19951979,71.25706786
2461485,"GR: USD 44,484,065 (USA) (1 November 1998)",44484065,The Negotiator (1998),1998,Action,50000000,44484065,"126,502 (Netherlands) (31 December 1999) | 120,688 (Netherlands) (31 December 1998)",© 1998 Monarchy Enterprises B.V. and Regency Enterprises (USA) Inc. (on print),USD,,-5515935,-11.03187
