movieid,Gross,USD,Title,Year,Genre
1990705,"GR: USD 21,554,585 (USA) (26 July 1998)",21554585,He Got Game (1998),1998,Drama
1991115,"GR: USD 378,667 (USA) (7 May 2000)",378667,Head On (1998),1998,Drama
1991951,"GR: USD 42,724,017 (USA)",42724017,Heartbreak Ridge (1986),1986,Action
1992100,"GR: USD 28,287 (USA) (14 November 2004)",28287,Hearts and Minds (1974),1974,Documentary
1992217,"GR: USD 67,436,000 (USA) (1996)",67436000,Heat (1995),1995,Action
1992315,"GR: USD 1,108,462 (USA) (30 April 1989)",1108462,Heathers (1988),1988,Comedy
1992335,"GR: USD 5,864,949 (USA)",5864949,Heaven & Earth (1993),1993,Action
1992374,"GR: USD 4,192,799 (USA) (2 July 1978)",4192799,Heaven Can Wait (1978),1978,Comedy
1992502,"GR: USD 3,049,135 (USA)",3049135,Heavenly Creatures (1994),1994,Biography
1992478,"GR: USD 5,005,000 (USA)",5005000,Heaven's Prisoners (1996),1996,Drama
1992538,"GR: USD 986,128 (USA) (28 November 1996)",986128,Heavy (1995),1995,Drama
1993553,"GR: USD 4,692,814 (USA) (25 June 2000)",4692814,Held Up (1999),1999,Comedy
1994073,"GR: USD 11,867,397 (USA) (5 February 1989)",11867397,Hellbound: Hellraiser II (1988),1988,Horror
1994414,"GR: USD 13,928,408 (USA) (25 October 1987)",13928408,Hellraiser (1987),1987,Horror
1995071,"GR: USD 1,334,786 (USA) (8 November 1998)",1334786,Henry Fool (1997),1997,Comedy
1995121,"GR: USD 10,161,099 (USA)",10161099,Henry V (1989),1989,Action
1996222,"GR: USD 18,000,000 (USA)",18000000,Herbie Goes Bananas (1980),1980,Adventure
1996223,"GR: USD 28,000,000 (USA) (1977)",28000000,Herbie Goes to Monte Carlo (1977),1977,Action
1996275,"GR: USD 99,046,791 (USA) (21 December 1997)",99046791,Hercules (1997),1997,Adventure
1996544,"GR: USD 10,494,147 (USA) (21 May 2000)",10494147,Here on Earth (2000),2000,Drama
1998864,"GR: USD 1,262,786 (USA) (15 August 1999)",1262786,Hideous Kinky (1998),1998,Drama
1999026,"GR: USD 1,929,168 (USA) (13 September 1998)",1929168,High Art (1998),1998,Drama
1999095,"GR: USD 27,277,055 (USA) (10 September 2000)",27277055,High Fidelity (2000),2000,Comedy
1999210,"GR: USD 3,750,000 (USA) (1952)",3750000,High Noon (1952),1952,Drama
1999241,"GR: USD 15,700,000 (USA)",15700000,High Plains Drifter (1973),1973,Western
1999308,"GR: USD 20,951,277 (USA) (12 January 1997)",20951277,High School High (1996),1996,Comedy
1999623,"GR: USD 5,735,847 (USA) (30 March 1986)",5735847,Highlander (1986),1986,Action
1999628,"GR: USD 13,994,773 (USA) (5 May 1995)",13994773,Highlander III: The Sorcerer (1994),1994,Action
1999634,"GR: USD 12,801,190 (USA) (22 October 2000)",12801190,Highlander: Endgame (2000),2000,Action
1999986,"GR: USD 4,874,838 (USA) (25 April 1999)",4874838,Hilary and Jackie (1998),1998,Biography
2002500,"GR: USD 23,253,349 (USA) (9 August 1981)",23253349,History of the World: Part I (1981),1981,Comedy
2003554,"GR: USD 39,514,713 (USA)",39514713,Hocus Pocus (1993),1993,Comedy
2004435,"GR: USD 73,209,340 (USA) (19 November 2000)",73209340,Hollow Man (2000),2000,Action
2004444,"GR: USD 62,818 (USA) (4 May 1997)",62818,Hollow Reed (1996),1996,Drama
2005166,"GR: USD 12,065,985 (USA) (27 December 1998)",12065985,Holy Man (1998),1998,Comedy
2005202,"GR: USD 1,758,780 (USA) (9 April 2000)",1758780,Holy Smoke (1999),1999,Comedy
2005280,"GR: USD 725,000 (USA)",725000,Hombre mirando al sudeste (1986),1986,Drama
2005459,"GR: USD 281,493,907 (USA) (11 August 1991)",281493907,Home Alone (1990),1990,Comedy
2005467,"GR: USD 172,667,450 (USA) (18 April 1993)",172667450,Home Alone 2: Lost in New York (1992),1992,Adventure
2005469,"GR: USD 30,672,357 (USA) (29 March 1998)",30672357,Home Alone 3 (1997),1997,Action
2005550,"GR: USD 10,443,316 (USA) (24 January 1999)",10443316,Home Fries (1998),1998,Comedy
2006016,"GR: USD 215,553 (USA) (10 May 1998)",215553,Homegrown (1998),1998,Comedy
2006320,"GR: USD 32,709,423 (USA) (18 August 1996)",32709423,Homeward Bound II: Lost in San Francisco (1996),1996,Adventure
2006702,"GR: USD 130,724,200 (USA)",130724200,"Honey, I Shrunk the Kids (1989)",1989,Adventure
2007256,"GR: USD 23,461,013 (USA) (9 November 1997)",23461013,Hoodlum (1997),1997,Crime
2007305,"GR: USD 119,654,823 (USA)",119654823,Hook (1991),1991,Adventure
2007465,"GR: USD 7,830,611 (USA)",7830611,Hoop Dreams (1994),1994,Documentary
2007673,"GR: USD 60,033,780 (USA) (11 October 1998)",60033780,Hope Floats (1998),1998,Drama
2009507,"GR: USD 38,911,970 (USA)",38911970,Hot Shots! Part Deux (1993),1993,Action
2010080,"GR: USD 111,106 (USA) (23 February 1997)",111106,Hotel de Love (1996),1996,Comedy
2010339,"GR: USD 18,503,001 (USA) (13 April 1986)",18503001,House (1986),1986,Comedy
2010351,"GR: USD 6,970,578 (USA) (20 October 1996)",6970578,House Arrest (1996),1996,Comedy
2010812,"GR: USD 40,846,082 (USA) (16 January 2000)",40846082,House on Haunted Hill (1999),1999,Horror
2010439,"GR: USD 19,281,235 (USA)",19281235,House Party 2 (1991),1991,Comedy
2011538,"GR: USD 37,672,350 (USA) (10 January 1999)",37672350,How Stella Got Her Groove Back (1998),1998,Drama
2011835,"GR: USD 13,960,203 (USA) (26 October 1997)",13960203,How to Be a Player (1997),1997,Comedy
2012468,"GR: USD 14,964,638 (USA) (1 September 1986)",14964638,Howard the Duck (1986),1986,Action
2012474,"GR: USD 25,966,555 (USA) (14 October 1993)",25966555,Howards End (1992),1992,Drama
2013847,"GR: USD 104,257 (USA) (21 May 2000)",104257,Human Traffic (1999),1999,Comedy
2014240,"GR: USD 32,333,860 (USA) (28 July 1996)",32333860,Hung fan kui (1995),1995,Action
2014741,"GR: USD 2,332,728 (USA)",2332728,Huozhe (1994),1994,Drama
2014806,"GR: USD 1,796,328 (USA) (4 April 1999)",1796328,Hurlyburly (1998),1998,Comedy
2014847,"GR: USD 334,041 (USA) (22 February 1998)",334041,Hurricane (1997),1997,Crime
2014992,"GR: USD 13,513,622 (USA) (25 May 1998)",13513622,Hush (1998),1998,Drama
2015145,"GR: USD 127,251 (USA) (6 October 1996)",127251,Hustler White (1996),1996,Adult
2015664,"GR: USD 268,520 (USA) (22 December 1996)",268520,Hype! (1996),1996,Documentary
2017211,"GR: USD 6,543,194 (USA) (25 June 2000)",6543194,I Dreamed of Africa (2000),2000,Adventure
2017357,"GR: USD 10,305,534 (USA) (2 August 1998)",10305534,I Got the Hook Up (1998),1998,Comedy
2017615,"GR: USD 72,219,395 (USA) (12 April 1998)",72219395,I Know What You Did Last Summer (1997),1997,Horror
2017696,"GR: USD 1,777,020 (USA)",1777020,I Like It Like That (1994),1994,Comedy
2018026,"GR: USD 30,806,194 (USA)",30806194,I Love Trouble (1994),1994,Action
2018220,"GR: USD 203,134 (USA) (6 December 1998)",203134,I Married a Strange Person! (1997),1997,Animation
2018562,"GR: USD 1,814,290 (USA)",1814290,I Shot Andy Warhol (1996),1996,Biography
2018634,"GR: USD 39,989,008 (USA) (21 February 1999)",39989008,I Still Know What You Did Last Summer (1998),1998,Horror
2019104,"GR: USD 405,297 (USA) (19 July 1998)",405297,I Went Down (1997),1997,Action
2023205,"GR: USD 7,235 (USA) (30 April 2000)",7235,Idioterne (1998),1998,Comedy
2023228,"GR: USD 4,002,955 (USA) (13 June 1999)",4002955,Idle Hands (1999),1999,Comedy
2024833,"GR: USD 25,100,000 (USA) (5 August 2012)",25100000,"Il buono, il brutto, il cattivo. (1966)",1966,Adventure
2025742,"GR: USD 596,694 (USA) (12 January 1997) (re-issue)",596694,Il giardino dei Finzi Contini (1970),1970,Drama
2026315,"GR: USD 642,000 (USA) (14 July 1996)",642000,Il mostro (1994),1994,Comedy
2027469,"GR: USD 89,263 (USA) (13 September 1998)",89263,Il testimone dello sposo (1997),1997,Comedy
2020780,"GR: USD 12,213,678 (USA) (17 January 1999)",12213678,I'll Be Home for Christmas (1998),1998,Comedy
2028079,"GR: USD 836,641 (USA) (14 November 1999)",836641,Illuminata (1998),1998,Drama
2021095,"GR: USD 222,525 (USA) (2 February 1997)",222525,I'm Not Rappaport (1996),1996,Comedy
2021329,"GR: USD 1,205,606 (USA) (26 August 2001)",1205606,I'm the One That I Want (2000),2000,Comedy
2029975,"GR: USD 63,826,569 (USA) (25 January 1998)",63826569,In & Out (1997),1997,Comedy
2030303,"GR: USD 11,347,909 (USA) (7 February 1999)",11347909,In Dreams (1999),1999,Drama
2030427,"GR: USD 1,379,977 (USA) (17 May 1998)",1379977,In God's Hands (1998),1998,Action
2030641,"GR: USD 14,466,354 (USA) (9 March 1997)",14466354,In Love and War (1996),1996,Biography
2032173,"GR: USD 346,839 (USA)",346839,In the Bleak Midwinter (1995),1995,Comedy
2032270,"GR: USD 2,856,622 (USA) (12 October 1997)",2856622,In the Company of Men (1997),1997,Comedy
2032743,"GR: USD 102,314,283 (USA)",102314283,In the Line of Fire (1993),1993,Action
2032839,"GR: USD 8,946,600 (USA)",8946600,In the Mouth of Madness (1994),1994,Horror
2032879,"GR: USD 25,096,862 (USA) (23 June 1994)",25096862,In the Name of the Father (1993),1993,Biography
2031463,"GR: USD 14,003,141 (USA) (7 November 1999)",14003141,In Too Deep (1999),1999,Crime
2034091,"GR: USD 106,614,100 (USA)",106614100,Indecent Proposal (1993),1993,Drama
2034166,"GR: USD 306,169,255 (USA) (12 January 1997)",306169255,Independence Day (1996),1996,Action
2034409,"GR: USD 202,167 (USA) (21 September 1997)",202167,Indian Summer (1996),1996,Comedy
2034464,"GR: USD 197,171,806 (USA) (16 June 2012)",197171806,Indiana Jones and the Last Crusade (1989),1989,Action
2034473,"GR: USD 179,870,271 (USA) (16 June 2012)",179870271,Indiana Jones and the Temple of Doom (1984),1984,Action
2034705,"GR: USD 5,734,232 (USA)",5734232,Indochine (1992),1992,Drama
2035238,"GR: USD 145,697 (USA) (13 October 1996)",145697,Infinity (1996),1996,Biography
2037379,"GR: USD 221,173 (USA) (13 December 1998)",221173,Insomnia (1997),1997,Crime
2037451,"GR: USD 97,360,069 (USA) (26 December 1999)",97360069,Inspector Gadget (1999),1999,Action
2037640,"GR: USD 34,098,563 (USA) (29 August 1999)",34098563,Instinct (1999),1999,Drama
2038757,"GR: USD 105,264,608 (USA) (1995)",105264608,Interview with the Vampire: The Vampire Chronicles (1994),1994,Horror
2038910,"GR: USD 7,100 (USA) (21 September 1997) (re-issue)",7100,Intimate Relations (1996),1996,Comedy
2039774,"GR: USD 5,936,344 (USA) (11 June 1997)",5936344,Inventing the Abbotts (1997),1997,Drama
2040205,"GR: USD 1,113,435 (USA)",1113435,Io speriamo che me la cavo (1992),1992,Comedy
2040763,"GR: USD 23,989,872 (USA) (30 April 1986)",23989872,Iron Eagle (1986),1986,Action
2040764,"GR: USD 10,497,324 (USA) (1 January 1989)",10497324,Iron Eagle II (1988),1988,Action
2041945,"GR: USD 2,954,405 (USA) (20 February 2000)",2954405,Isn't She Great (2000),2000,Biography
2042414,"GR: USD 2,091,037 (USA) (7 November 1982)",2091037,It Came from Hollywood (1982),1982,Comedy
2042462,"GR: USD 37,800,323 (USA)",37800323,It Could Happen to You (1994),1994,Comedy
2043628,"GR: USD 5,639 (USA) (1998)",5639,It's in the Water (1997),1997,Comedy
2045231,"GR: USD 218,626 (USA)",218626,Jack & Sarah (1995),1995,Comedy
2045245,"GR: USD 58,586,889 (USA) (12 January 1997)",58586889,Jack (1996),1996,Comedy
2045328,"GR: USD 34,545,030 (USA) (28 February 1999)",34545030,Jack Frost (1998),1998,Comedy
2045876,"GR: USD 39,647,595 (USA) (22 March 1998)",39647595,Jackie Brown (1997),1997,Crime
2046161,"GR: USD 9,795,017 (USA)",9795017,Jade (1995),1995,Action
2046389,"GR: USD 40,500,000 (USA)",40500000,Jagged Edge (1985),1985,Crime
2044667,"GR: USD 111,015 (USA)",111015,J'ai pas sommeil (1994),1994,Drama
2046902,"GR: USD 4,956,401 (USA) (31 October 1999)",4956401,Jakob the Liar (1999),1999,Comedy
2047331,"GR: USD 28,900,101 (USA) (4 August 1996)",28900101,James and the Giant Peach (1996),1996,Adventure
2047593,"GR: USD 19,882,538 (USA) (18 October 1998)",19882538,Jane Austen's Mafia! (1998),1998,Comedy
2047641,"GR: USD 5,173,860 (USA) (21 July 1996)",5173860,Jane Eyre (1996),1996,Drama
2048384,"GR: USD 18,964,359 (USA) (7 September 1986)",18964359,Jason Lives: Friday the 13th Part VI (1986),1986,Horror
2048611,"GR: USD 3,071,947 (USA) (18 April 1999)",3071947,Jawbreaker (1999),1999,Comedy
2048619,"GR: USD 23,652,570 (USA) (1979)",23652570,Jaws (1975),1975,Adventure
2048622,"GR: USD 9,866,023 (USA) (18 June 1978)",9866023,Jaws 2 (1978),1978,Horror
2048624,"GR: USD 42,245,180 (USA) (5 September 1983)",42245180,Jaws 3-D (1983),1983,Action
2049321,"GR: USD 4,940,939 (USA)",4940939,Jean de Florette (1986),1986,Drama
2049438,"GR: USD 13,936 (USA) (1 August 1999)",13936,Jeanne et le garcon formidable (1998),1998,Drama
2049822,"GR: USD 3,487,767 (USA)",3487767,Jeffrey (1995),1995,Comedy
2050120,"GR: USD 11,390,479 (USA)",11390479,Jennifer Eight (1992),1992,Crime
2050380,"GR: USD 47,742,000 (USA)",47742000,Jeremiah Johnson (1972),1972,Adventure
2050532,"GR: USD 153,620,822 (USA) (6 July 1997)",153620822,Jerry Maguire (1996),1996,Comedy
2051069,"GR: USD 1,282,084 (USA) (20 August 2000)",1282084,Jesus' Son (1999),1999,Drama
2044913,"GR: USD 70,405,498 (USA)",70405498,JFK (1991),1991,Drama
2052559,"GR: USD 1,328,435 (USA) (9 July 2000)",1328435,Jing Ke ci Qin Wang (1998),1998,Drama
2052620,"GR: USD 60,573,641 (USA) (17 February 1997)",60573641,Jingle All the Way (1996),1996,Comedy
2053107,"GR: USD 14,276,317 (USA) (14 January 2000)",14276317,Joan of Arc (1999),1999,Adventure
2053384,"GR: USD 641,117 (USA) (9 July 2000)",641117,Joe Gould's Secret (2000),2000,Drama
2053502,"GR: USD 59,014 (USA) (7 November 1999)",59014,Joe the King (1999),1999,Crime
2053508,"GR: USD 4,611,624 (USA) (8 September 1996)",4611624,Joe's Apartment (1996),1996,Comedy
2054459,"GR: USD 19,076,000 (USA)",19076000,Johnny Mnemonic (1995),1995,Action
2056719,"GR: USD 405,144 (USA) (22 December 1996)",405144,Jude (1996),1996,Drama
2056752,"GR: USD 34,687,912 (USA) (8 October 1995)",34687912,Judge Dredd (1995),1995,Action
2056919,"GR: USD 467,313 (USA) (6 August 2000)",467313,Judy Berlin (1999),1999,Comedy
2057285,"GR: USD 1,470,389 (Non-USA) (1978)",1470389,Jui kuen (1978),1978,Action
2057709,"GR: USD 80,226 (USA) (7 November 1999)",80226,Julien Donkey-Boy (1999),1999,Drama
2057859,"GR: USD 100,475,249 (USA) (1996)",100475249,Jumanji (1995),1995,Adventure
2057973,"GR: USD 25,587,804 (USA)",25587804,Jumpin' Jack Flash (1986),1986,Comedy
2058247,"GR: USD 59,925,026 (USA) (1 September 1997)",59925026,Jungle 2 Jungle (1997),1997,Comedy
2058442,"GR: USD 36,763,355 (USA)",36763355,Junior (1994),1994,Comedy
2058680,"GR: USD 402,348,347 (USA) (19 May 2013)",402348347,Jurassic Park (1993),1993,Adventure
2058950,"GR: USD 36,853,222 (USA)",36853222,Just Cause (1995),1995,Crime
2082589,"GR: USD 309,117 (USA)",309117,Kadisbellan (1993),1993,Drama
2062958,"GR: USD 4,109,095 (USA) (29 June 1997)",4109095,Kama Sutra: A Tale of Love (1996),1996,Crime
2064107,"GR: USD 1,353,824 (USA) (22 September 1996)",1353824,Kansas City (1996),1996,Crime
2064709,"GR: USD 713,413 (USA) (7 June 1998)",713413,Karakter (1997),1997,Crime
2066931,"GR: USD 661,361 (USA) (30 March 1997)",661361,Kavkazskiy plennik (1996),1996,Drama
2067104,"GR: USD 18,876,581 (USA) (3 November 1996)",18876581,Kazaam (1996),1996,Comedy
2067595,"GR: USD 301,360 (USA) (25 October 1998)",301360,Keep the Aspidistra Flying (1997),1997,Comedy
2067764,"GR: USD 37,036,404 (USA) (6 August 2000)",37036404,Keeping the Faith (2000),2000,Comedy
2070201,"GR: USD 102,739 (USA) (5 October 1997)",102739,Kicked in the Head (1997),1997,Comedy
2070230,"GR: USD 704,543 (USA)",704543,Kicking and Screaming (1995),1995,Comedy
2070548,"GR: USD 7,417,210 (USA)",7417210,Kids (1995),1995,Crime
2070614,"GR: USD 2,653,000 (USA)",2653000,Kids in the Hall: Brain Candy (1996),1996,Comedy
2070880,"GR: USD 2,093,370 (USA)",2093370,Kika (1993),1993,Comedy
2071313,"GR: USD 377,108 (USA)",377108,Killer (1994),1994,Drama
2071578,"GR: USD 65,682 (USA) (15 September 1996)",65682,Killer: A Journal of Murder (1995),1995,Biography
2071800,"GR: USD 418,953 (USA)",418953,Killing Zoe (1993),1993,Crime
2072508,"GR: USD 1,700,000 (USA) (20 May 2009)",1700000,King Kong (1933),1933,Adventure
2072510,"GR: USD 7,023,921 (USA) (19 December 1976)",7023921,King Kong (1976),1976,Adventure
2072519,"GR: USD 4,637,958 (USA) (11 January 1987)",4637958,King Kong Lives (1986),1986,Action
2072728,"GR: USD 2,554,476 (USA)",2554476,King of New York (1990),1990,Crime
2072804,"GR: USD 1,299,318 (USA)",1299318,King of the Hill (1993),1993,Drama
2073054,"GR: USD 24,944,213 (USA) (13 October 1996)",24944213,Kingpin (1996),1996,Comedy
2073156,"GR: USD 2,725,000 (USA)",2725000,Kingu Kongu tai Gojira (1962),1962,Action
2073938,"GR: USD 1,828,284 (USA) (28 September 1997)",1828284,"Kiss Me, Guido (1997)",1997,Comedy
2074067,"GR: USD 60,491,560 (USA) (22 February 1998)",60491560,Kiss the Girls (1997),1997,Crime
2074106,"GR: USD 465,417 (USA) (18 May 1997)",465417,Kissed (1996),1996,Drama
2074187,"GR: USD 4,002,640 (USA) (15 March 1998)",4002640,Kissing a Fool (1998),1998,Comedy
2074632,"GR: USD 2,535,000 (Finland)",2535000,Kjærlighetens kjøtere (1995),1995,Drama
2075452,"GR: USD 10,076,136 (USA) (1 November 1998)",10076136,Knock Off (1998),1998,Action
2076744,"GR: USD 5,730,711 (USA) (13 July 1997)",5730711,Kolja (1996),1996,Comedy
2077306,"GR: USD 13,299,749 (USA) (1990)",13299749,Koneko monogatari (1986),1986,Adventure
2078652,"GR: USD 1,723,872 (USA)",1723872,Koyaanisqatsi (1982),1982,Documentary
2078857,"GR: USD 98,982,763 (USA) (26 May 1980)",98982763,Kramer vs. Kramer (1979),1979,Drama
2079361,"GR: USD 7,514,883 (USA) (26 April 1998)",7514883,Krippendorf's Tribe (1998),1998,Comedy
2080444,"GR: USD 6,086,891 (USA) (5 October 1997)",6086891,Kull the Conqueror (1997),1997,Action
2080719,"GR: USD 5,532,301 (USA) (29 March 1998)",5532301,Kundun (1997),1997,Biography
2081397,"GR: USD 441,808 (USA) (21 June 1998)",441808,Kurt & Courtney (1998),1998,Biography
2088076,"GR: USD 64,604,977 (USA) (25 May 1998)",64604977,L.A. Confidential (1997),1997,Crime
2088412,"GR: USD 54,215,416 (USA)",54215416,La Bamba (1987),1987,Biography
2092032,"GR: USD 670,659 (USA) (17 February 1997) (re-issue)",670659,La C�r�monie (1995),1995,Crime
2092629,"GR: USD 1,999,955 (USA)",1999955,La double vie de Varonique (1991),1991,Drama
2093179,"GR: USD 244,465 (USA) (20 September 1998)",244465,La femme de chambre du Titanic (1997),1997,Drama
2093616,"GR: USD 136,153 (USA) (22 December 1996)",136153,La fille seule (1995),1995,Drama
2093617,"GR: USD 1,708,496 (USA) (7 January 2001)",1708496,La fille sur le pont (1999),1999,Comedy
2093759,"GR: USD 1,162,000 (USA)",1162000,La flor de mi secreto (1995),1995,Drama
2094455,"GR: USD 172,885 (USA) (2 December 2012)",172885,La grande illusion (1937),1937,Drama
2094747,"GR: USD 309,811 (USA)",309811,La haine (1995),1995,Drama
2095261,"GR: USD 17,351 (USA) (29 August 2010)",17351,La legge (1959),1959,Drama
2095288,"GR: USD 259,127 (USA) (12 December 1999)",259127,La leggenda del pianista sull'oceano (1998),1998,Drama
2095320,"GR: USD 2,086,098 (USA) (8 October 2000)",2086098,La lengua de las mariposas (1999),1999,Drama
2099040,"GR: USD 454,720 (USA) (27 July 1997)",454720,La promesse (1996),1996,Drama
2100174,"GR: USD 147,394 (USA)",147394,La scorta (1993),1993,Crime
2100911,"GR: USD 57,953 (USA) (1 November 1998)",57953,La s�paration (1994),1994,Drama
2102344,"GR: USD 50,349 (USA)",50349,La vieille qui marchait dans la mer (1991),1991,Comedy
2102540,"GR: USD 57,598,247 (USA) (3 October 1999)",57598247,La vita a' bella (1997),1997,Comedy
2103144,"GR: USD 12,729,917 (USA)",12729917,Labyrinth (1986),1986,Adventure
2103526,"GR: USD 332,930 (USA) (5 September 1999)",332930,Ladri di biciclette (1948),1948,Crime
2103866,"GR: USD 93,600,000 (USA) (1987)",93600000,Lady and the Tramp (1955),1955,Adventure
2103955,"GR: USD 152,457 (USA)",152457,Ladybird Ladybird (1994),1994,Drama
2104410,"GR: USD 31,768,374 (USA) (31 October 1999)",31768374,Lake Placid (1999),1999,Action
2104759,"GR: USD 438,483 (USA)",438483,Lamerica (1994),1994,Drama
2105754,"GR: USD 8,289,972 (USA) (15 December 1996)",8289972,Larger Than Life (1996),1996,Comedy
2106899,"GR: USD 9,979,683 (USA)",9979683,Lassie (1994),1994,Adventure
2106940,"GR: USD 49,946,994 (USA) (6 September 1993)",49946994,Last Action Hero (1993),1993,Action
2107343,"GR: USD 18,127,448 (USA) (22 December 1996)",18127448,Last Man Standing (1996),1996,Action
2107634,"GR: USD 402,091 (USA)",402091,Last Summer in the Hamptons (1995),1995,Comedy
