movieid,title,year,genres,Currency,Budget,Gross_Revenue,Additional_Data,Copyright
1772500,Bird on a Wire (1990),1990,"Comedy, Crime, Thriller",USD,"20,000,000.00","70,980,000.00","342,385 (Sweden)","Copyright © 1990 by Universal City Studios, Inc. All Rights Reserved (on print)"
2443509,The Hunt for Red October (1990),1990,"Action, Adventure, Thriller",USD,"30,000,000.00","120,709,868.00","1,141,695 (France) | 1,377,713 (Germany) | 375,835 (Sweden)",Paramount Pictures Corporation
2174453,Miller's Crossing (1990),1990,"Crime, Drama, Thriller",USD,"14,000,000.00","5,080,409.00","141,518 (France) | 39,825 (Germany) | 610,805 (Spain) | 37,357 (Sweden)",Copyright © 1990 Twentieth Century Fox Film Corporation All Rights Reserved (on print)
2437300,The Godfather: Part III (1990),1990,"Crime, Drama, Mystery, Thriller",USD,"54,000,000.00","66,676,062.00","148,170 (Sweden)",Paramount Pictures
1734803,Arachnophobia (1990),1990,"Comedy, Horror, Sci-Fi, Thriller",USD,"31,000,000.00","53,133,888.00","146,785 (Sweden)","Copyright © MCMXC HOLLYWOOD PICTURES COMPANY and AMBLIN ENTERTAINMENT, INC. All rights reserved."
2414595,The Bonfire of the Vanities (1990),1990,"Comedy, Drama",USD,"47,000,000.00","15,691,192.00","255,997 (Germany) | 42,554 (Sweden)",Warner Bros. Inc.
2170643,Metropolitan (1990),1990,"Comedy, Drama",USD,"225,000.00","2,938,208.00",,
2307289,Rocky V (1990),1990,"Drama, Sport",USD,"42,000,000.00","40,123,474.00","127,234 (Sweden)",1990 United Artists Corporation.
1976454,Graveyard Shift (1990),1990,Horror,USD,"10,500,000.00","11,582,891.00",,
1965214,Ghost (1990),1990,"Drama, Fantasy, Mystery, Romance, Thriller",USD,"22,000,000.00","217,631,306.00","287,462 (Sweden)",Paramount Pictures Corporation
2510683,Total Recall (1990),1990,"Action, Adventure, Sci-Fi",USD,"65,000,000.00","8,038,759.00","2,356,892 (France) | 1,884,817 (Germany) (31 December 2002) | 1,880,087 (Germany) (31 December 1990) | 2,383,496 (Spain) (26 September 2003) | 150,849 (Sweden)",copyright 1990 Carolco Pictures Inc. - Carolco International N.V.
1973922,Goodfellas (1990),1990,"Biography, Crime, Drama, Thriller",USD,"25,000,000.00","46,836,394.00","1,350,500 (Argentina) | 253,661 (Germany) | 84,762 (Sweden)",This motion picture © 1990 Warner Bros Inc. (on print); Warner Bros Inc.; 19 September 1990; PA478125 (in copyright registry)
1942017,Flatliners (1990),1990,"Drama, Horror, Sci-Fi, Thriller",USD,"26,000,000.00","61,490,000.00","172,200 (Sweden)","1990 Columbia Pictures Industries, Inc."
2518736,Trust (1990),1990,"Comedy, Drama",USD,"700,000.00","356,122.00",,
1900465,Edward Scissorhands (1990),1990,"Drama, Fantasy, Romance",USD,"20,000,000.00","56,362,352.00","255,220 (Spain)",Twentieth Century Fox Film Corporation
1977592,Gremlins 2: The New Batch (1990),1990,"Comedy, Fantasy, Horror",USD,"50,000,000.00","41,482,207.00","254,701 (Sweden)",© 1990 Warner Bros. Inc.
2583701,Young Guns II (1990),1990,"Adventure, Western",USD,"20,000,000.00","44,143,410.00","132,636 (Sweden)",
2487884,The Two Jakes (1990),1990,"Comedy, Crime, Drama, Mystery",USD,"19,000,000.00","10,005,969.00",,
2149158,Madonna: Truth or Dare (1991),1991,"Documentary, Music",USD,"4,500,000.00","15,012,935.00",,"© 1991 Boy Toy, Inc. All Rights Reserved (on print)"
2495779,Thelma & Louise (1991),1991,"Adventure, Crime, Drama, Thriller",USD,"16,500,000.00","45,361,000.00",,"© 1991 Pathe Entertainment, Inc. All Rights Reserved. (on print)"
1802677,Cape Fear (1991),1991,Thriller,USD,"35,000,000.00","79,100,000.00","1,182,562 (Germany)","Copyright © 1991 Universal City Studios, Inc. and Amblin Entertainment, Inc."
2478414,The Silence of the Lambs (1991),1991,"Crime, Drama, Thriller",USD,"19,000,000.00","130,742,922.00","1,948,790 (Argentina) | 734,318 (Sweden)",© 1990 Orion Pictures Corporation (on print); Orion Pictures Corp.; 29 March 1991; PA512637 (in copyright registry)
2401750,Terminator 2: Judgment Day (1991),1991,"Action, Sci-Fi, Thriller",USD,"94,000,000.00","198,116,802.00","5,988,898 (France) | 3,773,320 (Spain)",copyright © 1991 Carolco Pictures Inc. (United States & Canada)/Carolco International N.V. (all other countries) (on print)
2398907,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),1991,"Action, Adventure, Comedy, Family, Sci-Fi",USD,"25,000,000.00","78,656,813.00",,© 1991 Northshore Investments Limited. All Rights Reserved (on print)
1832872,Cool as Ice (1991),1991,"Comedy, Music, Romance",USD,"6,000,000.00","1,193,062.00",,
1856252,Dead Again (1991),1991,"Mystery, Thriller",USD,"15,000,000.00","38,016,380.00","307,053 (Germany) (1992)",copyright MCMXCI Paramount Pictures Corp.
2217530,Nothing But Trouble (1991),1991,"Adventure, Comedy",USD,"40,000,000.00","8,479,793.00",,
2469075,The Prince of Tides (1991),1991,Drama,USD,"30,000,000.00","74,787,599.00","1,750,822 (Germany) (31 December 1992)","Columbia Pictures Industries, Inc."
1772934,Bis ans Ende der Welt (1991),1991,"Drama, Sci-Fi",USD,"23,000,000.00","752,856.00","376,669 (France) | 246,418 (Germany) (31 December 1991)","Road Movies Filmproduktion GmbH, Argos Films SA and Australian Film Finance Corporation Pty Limited"
1815915,Child's Play 3 (1991),1991,"Horror, Mystery, Thriller",USD,"13,000,000.00","9,673,095.00",,
1759851,Beauty and the Beast (1991),1991,"Animation, Family, Fantasy, Musical, Romance",USD,"25,000,000.00","47,611,331.00",,"Disney Enterprises, Inc."
2461085,The Naked Gun 2½: The Smell of Fear (1991),1991,"Action, Comedy, Crime",USD,"23,000,000.00","86,930,411.00","4,074,226 (Germany) (31 December 1991)",
2007305,Hook (1991),1991,"Adventure, Comedy, Family, Fantasy",USD,"70,000,000.00","119,654,823.00","760,684 (France) | 3,393,562 (France) | 3,587,569 (Germany)","TriStar Pictures, Inc"
2185038,Mortal Thoughts (1991),1991,"Mystery, Thriller",USD,"8,000,000.00","19,018,321.00","67,563 (Germany)","COPYRIGHT © 1991 COLUMBIA PICTURES INDUSTRIES, INC. (on print)"
2371611,Star Trek VI: The Undiscovered Country (1991),1991,"Action, Adventure, Sci-Fi, Thriller",USD,"30,000,000.00","74,888,996.00",,TM & Copyright © MCMXCI by Paramount Pictures Corporation
2010439,House Party 2 (1991),1991,"Comedy, Drama, Music, Romance",USD,"5,000,000.00","19,281,235.00",,
2338941,Shakes the Clown (1991),1991,"Comedy, Drama",USD,"1,400,000.00","115,103.00",,
2406080,The Addams Family (1991),1991,"Comedy, Fantasy, Horror",USD,"38,000,000.00","113,502,000.00","1,069,683 (Germany) | 77,617 (Sweden)",
2044913,JFK (1991),1991,"Drama, History, Thriller",USD,"40,000,000.00","70,405,498.00","2,929,317 (Germany) (31 December 1992)","© 1991 Warner Bros. Inc., Regency Enterprises V.O.F. & Le Studio Canal+ (on print)"
1927339,F/X2 (1991),1991,"Action, Comedy, Crime, Thriller",USD,"16,400,000.00","21,082,165.00",,"© 1991 ORION® PICTURES CORPORATION, INC. (on print)"
2433086,The Fisher King (1991),1991,"Comedy, Drama, Fantasy",USD,"24,000,000.00","41,895,491.00","690,245 (France) | 1,004,655 (Germany) | 928,259 (Spain) (10 August 2002)","Tri-Star Pictures, Inc."
2277506,Problem Child 2 (1991),1991,"Comedy, Family",USD,"15,000,000.00","25,104,700.00",,
2058289,Jungle Fever (1991),1991,"Drama, Romance",USD,"14,000,000.00","32,482,682.00",,
2427355,The Doors (1991),1991,"Biography, Drama, Music",USD,"38,000,000.00","35,183,792.00","44,322 (Sweden)",StudioCanal Image S.A.
2119425,Les amants du Pont-Neuf (1991),1991,"Drama, Romance",USD,"28,000,000.00","117,569.00","868,000 (France) (1991) | 122,286 (Spain) (1993)",
2305976,Robin Hood: Prince of Thieves (1991),1991,"Action, Adventure, Drama, Romance",USD,"48,000,000.00","165,493,908.00",,"Morgan Creek Productions, Inc. & Warner Bros. Inc."
2562193,What About Bob? (1991),1991,Comedy,USD,"35,000,000.00","63,710,000.00",,
2474065,The Rocketeer (1991),1991,"Action, Adventure, Family, Sci-Fi",USD,"40,000,000.00","46,704,056.00",,© MCMXCI THE WALT DISNEY COMPANY ALL RIGHTS RESERVED
2194791,My Own Private Idaho (1991),1991,"Drama, Romance",USD,"2,500,000.00","6,258,980.00",,New Line Cinema
1781274,Body Parts (1991),1991,"Horror, Thriller",USD,"10,000,000.00","9,188,150.00",,
1950466,Freddy's Dead: The Final Nightmare (1991),1991,"Horror, Thriller",USD,"8,500,000.00","34,868,327.00","447,879 (Italy)",New Line Cinema Corporation
2266555,Poison (1991),1991,"Drama, Horror, Sci-Fi",USD,"250,000.00","609,524.00",,
1687905,A Few Good Men (1992),1992,"Crime, Drama, Mystery, Thriller",USD,"40,000,000.00","141,340,178.00","263,898 (Sweden)","COPYRIGHT © 1992 COLUMBIA PICTURES INDUSTRIES, INC. AND CASTLE ROCK ENTERTAINMENT"
1736592,Army of Darkness (1992),1992,"Comedy, Fantasy, Horror",USD,"13,000,000.00","11,502,976.00","557,418 (Germany) (1993) | 324,300 (Spain)",© 1992 Dino De Laurentiis Communications
1754754,Baraka (1992),1992,"Documentary, War",USD,"2,000,000.00","1,250,322.00",,
1690616,A League of Their Own (1992),1992,"Comedy, Drama, Sport",USD,"40,000,000.00","107,458,785.00",,
2533451,Unforgiven (1992),1992,Western,USD,"14,400,000.00","74,681,912.00",,All original music compositions © 1992 Warner-Tamerlane Publishing Corp. and WB Music Corp. (on print)
1890522,Dracula (1992),1992,"Drama, Horror, Romance",USD,"40,000,000.00","82,522,790.00","234,784 (Sweden)","Columbia Pictures Industries, Inc."
1858038,Death Becomes Her (1992),1992,"Comedy, Fantasy",USD,"55,000,000.00","58,422,650.00","162,400 (Finland) | 2,126,005 (Germany) | 85,156 (Sweden)","1992 Universal City Studios, Inc."
2460419,The Muppet Christmas Carol (1992),1992,"Comedy, Drama, Family, Fantasy, Music, Musical",USD,"12,000,000.00","27,281,507.00",,"© 1992 Jim Henson Productions, Inc."
2531457,Under Siege (1992),1992,"Action, Thriller",USD,"35,000,000.00","83,363,139.00","1,175,609 (Germany) | 265,733 (Sweden)",
2107847,Lat sau san taam (1992),1992,"Action, Crime, Drama, Thriller",USD,"4,500,000.00","19,711,048.00",,
2522004,Twin Peaks: Fire Walk with Me (1992),1992,"Mystery, Thriller",USD,"10,000,000.00","4,160,851.00","147,492 (Germany)","© 1992 Twin Peaks Productions, Inc. (on print)"
2458457,The Mighty Ducks (1992),1992,"Action, Comedy, Drama, Family, Sport",USD,"10,000,000.00","50,727,056.00",,"©MCMXCII BUENA VISTA PICTURES DISTRIBUTION, INC. All Rights Reserved"
2124358,Lethal Weapon 3 (1992),1992,"Action, Crime, Thriller",USD,"35,000,000.00","144,731,527.00",,© 1992 Warner Bros. Inc.
1750660,Bad Lieutenant (1992),1992,"Crime, Drama",USD,"1,000,000.00","1,995,334.00",,
1756768,Basic Instinct (1992),1992,"Mystery, Thriller",USD,"40,000,000.00","117,727,000.00","4,651,563 (France) | 4,406,353 (Germany) (31 December 1992) | 1,262,687 (Netherlands) | 4,764,943 (Spain) (1993)",Copyright © 1992 Carolco/Le Studio Canal+ V.O.F. All Rights Reserved. (on print)
1950946,Freejack (1992),1992,"Action, Sci-Fi, Thriller",USD,"30,000,000.00","17,129,000.00",,
2450038,The Lawnmower Man (1992),1992,"Horror, Sci-Fi",USD,"10,000,000.00","27,207,265.00","387,476 (Germany) (31 December 1992)",
2449747,The Last of the Mohicans (1992),1992,"Action, Adventure, Romance, War",USD,"40,000,000.00","75,505,856.00","1,240,746 (France) | 830,086 (Germany)",COPYRIGHT © 1992 BY TWENTIETH CENTURY FOX FILM CORPORATION (on print)
2440155,The Hand That Rocks the Cradle (1992),1992,"Drama, Thriller",USD,"11,700,000.00","88,036,683.00","674,690 (Argentina) | 854,972 (France) (31 December 2000) | 1,740,921 (Germany) (31 December 1992) | 1,703,927 (Spain) (31 September 2002)","© MCMXCII Buena Vista Pictures Distribution, Inc. (on print)"
1966583,Ging chat goo si 3: Chiu kup ging chat (1992),1992,"Action, Comedy, Crime, Thriller",USD,"900,000.00","16,249,557.00",,
2050120,Jennifer Eight (1992),1992,"Crime, Drama, Mystery, Thriller",USD,"20,000,000.00","11,390,479.00","153,919 (Germany)",© MCMXCII Paramount Pictures Corporation
2165318,Medicine Man (1992),1992,"Adventure, Drama, Romance",USD,"40,000,000.00","45,500,797.00",,Cinergi Productions Inc. and Cinergi Productions N.V.
2520062,Tui shou (1992),1992,"Comedy, Drama",USD,"400,000.00","152,322.00",,
1757378,Batman Returns (1992),1992,"Action, Fantasy",USD,"80,000,000.00","162,744,850.00","763,615 (Argentina) | 1,104,444 (Spain)",Warner Bros. Inc.
2153014,Malcolm X (1992),1992,"Biography, Drama, History",USD,"33,000,000.00","48,140,491.00",,© 1992 Warner Bros. (in the U.S. and Canada)
2192973,My Cousin Vinny (1992),1992,"Comedy, Crime",USD,"11,000,000.00","52,929,168.00",,Twentieth Century Fox Film Corporation
1792713,Buffy the Vampire Slayer (1992),1992,"Action, Comedy, Fantasy, Horror",USD,"7,000,000.00","16,624,456.00",,"Twientieth Century Fox Film Corporation, 1992"
1802055,Candyman (1992),1992,Horror,USD,"8,000,000.00","25,792,310.00",,
2257033,Pet Sematary II (1992),1992,"Action, Horror, Thriller",USD,"8,000,000.00","17,092,453.00",,
2533992,Universal Soldier (1992),1992,"Action, Drama, Sci-Fi",USD,"23,000,000.00","36,168,043.00","1,538,330 (France) | 1,635,342 (Germany) | 908,672 (Spain)","Carolco Pictures, Inc. (United States & Canada) and Carolco International N.V. (All other countries)."
1713183,Aladdin (1992),1992,"Adventure, Animation, Comedy, Family, Fantasy, Musical, Romance",USD,"28,000,000.00","217,042,825.00","1,386,980 (Argentina) | 6,347,000 (Germany) | 1,047,615 (Sweden)",Walt Disney Company; 25 November 1992; PA583905 (in copyright registry)
2251547,Patriot Games (1992),1992,"Action, Crime, Drama, Thriller",USD,"42,000,000.00","83,287,363.00",,Paramount Pictures Corporation
2266574,Poison Ivy (1992),1992,"Drama, Thriller",USD,"3,000,000.00","1,829,804.00",,1992 New Line Cinema Corporation
2250495,Passion Fish (1992),1992,Drama,USD,"3,330,000.00","5,414,619.00",,
2237013,Orlando (1992),1992,"Drama, Fantasy, Romance",USD,"4,000,000.00","5,289,772.00","66,787 (Sweden)",©1992 Adventure Pictures
2558441,Wayne's World (1992),1992,"Comedy, Music",USD,"20,000,000.00","121,697,350.00",,Paramount Pictures Corporation
1931213,Far and Away (1992),1992,"Adventure, Drama, Romance, Western",USD,"60,000,000.00","58,883,840.00",,
1907821,El mariachi (1992),1992,"Action, Crime, Drama, Thriller",USD,"7,000.00","2,040,920.00",,"Copyright © 1993 Columbia Pictures Industries, Inc. All Rights Reserved (on print)"
2299047,Reservoir Dogs (1992),1992,"Crime, Thriller",USD,"1,200,000.00","2,687,008.00","70,682 (Germany) | 193,981 (Sweden)","Dog Eat Dog Productions, Inc"
1773358,Bitter Moon (1992),1992,"Drama, Romance, Thriller",USD,"5,000,000.00","1,862,805.00","764,956 (France) (1992) | 410,442 (Germany) | 724,950 (Spain)",R.P. Productions
1816175,Children of the Corn II: The Final Sacrifice (1992),1992,"Horror, Thriller",USD,"900,000.00","4,983,565.00",,
2354438,Sleepwalkers (1992),1992,Horror,USD,"15,000,000.00","30,524,763.00",,
2006660,Honey I Blew Up the Kid (1992),1992,"Adventure, Comedy, Family, Sci-Fi",USD,"40,000,000.00","58,662,452.00",,© MCMXCII The Walt Disney Company
1786566,Braindead (1992),1992,"Comedy, Horror",USD,"3,000,000.00","242,623.00",,WingNut Films Limited
1783500,Boomerang (1992),1992,"Comedy, Drama, Romance",USD,"40,000,000.00","70,100,000.00",,
1969197,Glengarry Glen Ross (1992),1992,Drama,USD,"12,500,000.00","10,725,228.00","24,826 (Germany)",
2006796,Honeymoon in Vegas (1992),1992,"Comedy, Romance, Thriller",USD,"25,000,000.00","35,208,854.00",,Castle Rock Entertainment
2005467,Home Alone 2: Lost in New York (1992),1992,"Adventure, Comedy, Crime, Family",USD,"18,000,000.00","172,667,450.00","71,336 (Estonia)",Twentieth Century-Fox Film Corporation
2207954,Newsies (1992),1992,"Drama, Musical",USD,"15,000,000.00","2,819,485.00",,
2106940,Last Action Hero (1993),1993,"Action, Adventure, Comedy, Family, Fantasy",USD,"70,000,000.00","49,946,994.00","125,110 (Sweden)","Columbia Pictures Industries, Inc."
2558443,Wayne's World 2 (1993),1993,"Comedy, Music",USD,"40,000,000.00","47,965,900.00","60,777 (Sweden)",
1781303,Body Snatchers (1993),1993,"Horror, Mystery, Sci-Fi, Thriller",USD,"13,000,000.00","428,868.00",,1993 Warner Bros.
2072804,King of the Hill (1993),1993,"Drama, History",USD,"8,000,000.00","1,299,318.00","4,244 (Spain) (10 August 2002)","copyright 1993 by Universal City Studios, Inc. (on print)"
1785251,Bound by Honor (1993),1993,"Action, Crime, Drama, Thriller",USD,"35,000,000.00","4,496,583.00",,© MCMXCII Hollywood Pictures Company (on print)
2133276,Loaded Weapon 1 (1993),1993,"Action, Comedy, Crime",USD,"8,200,000.00","27,979,400.00",,Copyright © MCMXCIII New Line Cinema Corporation All Rights Reserved (on print)
1950688,Free Willy (1993),1993,"Adventure, Drama, Family",USD,"20,000,000.00","77,698,625.00","3,423,818 (Germany) (31 December 1994) | 125,488 (Sweden)",
2294990,Red Rock West (1993),1993,"Crime, Drama, Thriller",USD,"8,000,000.00","2,502,551.00",,
2130468,Little Buddha (1993),1993,Drama,USD,"35,000,000.00","4,858,139.00","866,041 (Spain)",
1923072,Even Cowgirls Get the Blues (1993),1993,"Comedy, Drama, Romance, Western",USD,"8,000,000.00","1,710,000.00",,
2306201,RoboCop 3 (1993),1993,"Action, Crime, Drama, Sci-Fi, Thriller",USD,"23,500,000.00","10,696,210.00",,© 1992 ORION PICTURES CORPORATION. (on print)
1838568,Cronos (1993),1993,"Horror, Mystery",USD,"2,000,000.00","621,392.00",,Copyright(C) 1992 Producciones Iguana S.A. DE C.N.
2508020,Tombstone (1993),1993,"Action, Drama, History, Romance, Western",USD,"25,000,000.00","56,505,065.00","49,369 (Germany) (1994) | 35,065 (Sweden)",Copyright © 1993 Cinergi Productions Inc. Cinergi Productions N.V.
2305974,Robin Hood: Men in Tights (1993),1993,"Adventure, Comedy, Musical",USD,"20,000,000.00","35,699,287.00","84,861 (Sweden)",Copyright © 1993 by Twentieth Century Fox Film Corporation All Rights Reserved (on print)
2563410,What's Eating Gilbert Grape (1993),1993,Drama,USD,"11,000,000.00","9,170,214.00","358,178 (Sweden)",copyright MCMXCIII Paramount Pictures Corp.
2424038,The Dark Half (1993),1993,"Horror, Mystery",USD,"15,000,000.00","10,611,160.00",,
2266198,Poetic Justice (1993),1993,"Drama, Romance",USD,"14,000,000.00","27,515,786.00",,"Copyright © 1993 Columbia Pictures Industries, Inc."
2308725,Romeo Is Bleeding (1993),1993,"Crime, Drama, Thriller",USD,"11,500,000.00","3,275,585.00",,
2071800,Killing Zoe (1993),1993,"Crime, Drama, Thriller",USD,"1,500,000.00","418,953.00",,
1799339,Calendar Girl (1993),1993,"Comedy, Drama",USD,"13,000,000.00","2,501,113.00",,
1684430,A Bronx Tale (1993),1993,"Crime, Drama",USD,"22,000,000.00","17,266,971.00",,
2188978,Much Ado About Nothing (1993),1993,"Comedy, Drama, Romance",USD,"8,000,000.00","22,551,000.00","206,837 (Sweden)",
2188440,Mr. Wonderful (1993),1993,"Comedy, Romance",USD,"13,000,000.00","3,125,424.00",,"Warner Bros., Inc."
1823486,Cliffhanger (1993),1993,"Action, Adventure, Thriller",USD,"65,000,000.00","84,049,211.00","392,670 (Sweden)",Cliffhanger B.V.
1933599,Fear of a Black Hat (1993),1993,"Comedy, Music",USD,"999,999.00","238,230.00",,
2354959,Sliver (1993),1993,"Romance, Thriller",USD,"40,000,000.00","36,300,000.00","111,783 (Sweden)",
2378594,Striking Distance (1993),1993,"Action, Crime, Mystery, Thriller",USD,"30,000,000.00","23,798,623.00","793,836 (Germany) (1994) | 126,151 (Sweden)","COPYRIGHT © 1993 COLUMBIA PICTURES INDUSTRIES, INC."
2354392,Sleepless in Seattle (1993),1993,"Comedy, Drama, Romance",USD,"21,000,000.00","126,533,006.00","144,714 (Sweden)",
