movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Additional_Data,Copyright
2433734,The Fog (1980),1980,Horror,USD,"1,000,000.00","3,998,280.51","21,378,361.00","85,476,684.09","144,994 (Sweden)",Copyright © 1979 AVCO-Embassy Pictures Corp. All rights reserved (on print)
2428775,The Elephant Man (1980),1980,"Biography, Drama",USD,"5,000,000.00","19,991,402.54","26,010,864.00","103,998,730.54","2,443,507 (France) | 185,083 (Germany) | 171,676 (Sweden)",© 1980 Brooksfilms Limited (on print)
2442181,The Hollywood Knights (1980),1980,Comedy,,,,"10,000,000.00","39,982,805.09",,
2432016,The Fiendish Plot of Dr. Fu Manchu (1980),1980,Comedy,,,,"2,399,109.00","9,592,310.75",,
1711384,Airplane! (1980),1980,Comedy,USD,"3,500,000.00","13,993,981.78","83,453,539.00","333,670,658.35","467,615 (Sweden)",Paramount Pictures Corporation
1721888,American Gigolo (1980),1980,"Crime, Drama, Thriller",USD,"4,800,000.00","19,191,746.44","23,000,000.00","91,960,451.70",,Paramount Pictures Corporation (renewal); 18 August 1988; PA0000399918
2414153,The Blue Lagoon (1980),1980,"Adventure, Drama, Romance",USD,"4,500,000.00","17,992,262.29","58,853,106.00","235,311,226.59","108,372 (Sweden)",
2192747,My Bodyguard (1980),1980,"Comedy, Drama, Family",,,,"1,626,851.00","6,504,606.64",,
2414225,The Blues Brothers (1980),1980,"Action, Comedy, Crime, Music",USD,"27,000,000.00","107,953,573.73","4,858,152.00","19,424,254.45","243,013 (Sweden)","1980 Universal City Studios, Inc."
1742509,Atlantic City (1980),1980,"Crime, Drama, Romance",USD,"7,200,000.00","28,787,619.66","12,729,678.00","50,896,823.43",,"©The Merchant Trust Company in Trust, MCMLXXX All rights reserved"
1951984,Friday the 13th (1980),1980,Horror,USD,"550,000.00","2,199,054.28","5,816,321.00","23,255,282.89","61,029 (Sweden)",© MCMLXXX Georgetown Productions Inc. All Rights Reserved (on print)
1996222,Herbie Goes Bananas (1980),1980,"Adventure, Comedy, Family, Fantasy",,,,"18,000,000.00","71,969,049.15",,© Copyright MCMLXXX Walt Disney Productions All Rights Reserved
2167489,Melvin and Howard (1980),1980,"Comedy, Drama",,,,"4,309,490.00","17,230,549.87",,"Universal City Studios, Inc."
2384532,Superman II (1980),1980,"Action, Sci-Fi",USD,"54,000,000.00","215,907,147.46","101,347,629.00","405,216,249.62","2,968,195 (Spain) | 141,081 (Sweden)",© 1980 Film Export A.G.
2477894,The Shining (1980),1980,"Horror, Mystery",USD,"19,000,000.00","75,967,329.66","44,017,374.00","175,993,808.50","2,220,100 (France) | 1,326,293 (Spain) (20 December 2002) | 273,783 (Sweden) | 2,022,832 (West Germany) (1980)",© 1980 Warner Bros. Inc
2434412,The Fox and the Hound (1981),1981,"Adventure, Animation, Family",USD,"12,000,000.00","42,648,325.42","23,556,988.00","83,722,174.19",,copyright MCMLXXXI Walt Disney Productions (on print); Walt Disney Productions; 14 December 1981; PA125861 (in copyright registry)
2432424,The Final Conflict (1981),1981,"Horror, Thriller",,,,"5,571,675.00","19,801,884.05",,
1795427,Bustin' Loose (1981),1981,Comedy,,,,"6,622,753.00","23,537,443.76",,
2094683,La guerre du feu (1981),1981,"Adventure, Drama, Sci-Fi",USD,"12,500,000.00","44,425,338.98","67,400,000.00","239,541,427.80",,Copyright © 1981 Royal Bank of Canada All rights reserved (on print)
2438765,The Great Muppet Caper (1981),1981,"Comedy, Family, Music, Musical",,,,"2,968,990.00","10,551,870.98",,Copyright © ITC Entertainment Limited MCMLXXXI. All rights reserved.
2148039,Mad Max 2 (1981),1981,"Action, Adventure, Thriller",USD,"2,000,000.00","7,108,054.24","24,600,832.00","87,432,024.07","266,119 (Sweden) | 1,823,163 (West Germany) (1982)",Copyright © MCMLXXXI KENNEDY MILLER ENTERTAINMENT PTY. LTD AND OTHERS ALL RIGHTS RESERVED
1919853,Escape from New York (1981),1981,"Action, Sci-Fi",USD,"6,000,000.00","21,324,162.71","25,244,700.00","89,720,348.40","1,243,900 (France) | 368,416 (Sweden) | 2,653,541 (West Germany)",Avco-Embassy Pictures Corp. 1981
2443201,The Howling (1981),1981,Horror,USD,"1,000,000.00","3,554,027.12","17,986,000.00","63,922,731.76",,© 1980 AVCO Embassy Pictures Corp.
1811722,Chariots of Fire (1981),1981,"Drama, History, Sport",USD,"5,500,000.00","19,547,149.15","55,593,332.00","197,580,209.55",,"Enigma Productions, Limited"
1924700,Excalibur (1981),1981,"Adventure, Drama, Fantasy",,,,"4,519,706.00","16,063,157.69","1,396,856 (Spain) (31 October 2002) | 124,887 (Sweden) | 1,033,754 (West Germany)",Copyright © MCMLXXXI Orion Pictures Company
1722181,American Pop (1981),1981,"Animation, Drama, Music",,,,"6,000,000.00","21,324,162.71",,Copyright © 1980 Barclay's Mercantile Industrial Finance Limited (on print)
1737766,Arthur (1981),1981,"Comedy, Romance",USD,"7,000,000.00","24,878,189.83","88,595,661.00","314,871,381.80","103,115 (West Germany) (1982)",
1850182,Das Boot (1981),1981,"Action, Adventure, Drama, History, War",USD,"14,000,000.00","49,756,379.66","11,433,134.00","40,633,668.29","213,577 (Germany) (26 April 1998) (director's cut) | 212,854 (Germany) (19 April 1998) (director's cut) | 212,081 (Germany) (13 April 1998) (director's cut) | 210,652 (Germany) (5 April 1998) (director's cut) | 209,502 (Germany) (29 March 1998) (director's cut) | 208,585 (Germany) (22 March 1998) (director's cut) | 205,752 (Germany) (8 March 1998) (director's cut) | 202,908 (Germany) (1 March 1998) (director's cut) | 200,734 (Germany) (22 February 1998) (director's cut) | 196,725 (Germany) (8 February 1998) (director's cut) | 193,415 (Germany) (1 February 1998) (director's cut) | 182,234 (Germany) (18 January 1998) (director's cut) | 150,626 (Germany) (4 January 1998) (director's cut) | 162,204 (Sweden)",
1724190,An American Werewolf in London (1981),1981,Horror,USD,"10,000,000.00","35,540,271.19","20,445,527.00","72,663,957.41","127,618 (Sweden)","Copyright 1981 American Werewolf, Inc."
2378750,Stripes (1981),1981,"Comedy, War",USD,"10,000,000.00","35,540,271.19","83,339,362.00","296,190,352.61",,"Columbia Pictures Industries, Inc."
2434873,The Funhouse (1981),1981,"Comedy, Horror",,,,"2,765,456.00","9,828,505.62",,"copyright MCMLXXXI Universal City Studios, Inc."
2168965,Mephisto (1981),1981,Drama,,,,"1,925,462.00","6,843,144.16","66,225 (Sweden)",
2425880,The Devil and Max Devlin (1981),1981,"Comedy, Family, Fantasy",,,,"16,000,000.00","56,864,433.90",,
1945855,For Your Eyes Only (1981),1981,"Action, Adventure, Crime, Thriller",USD,"28,000,000.00","99,512,759.32","32,695,997.00","116,202,460.01","22,400,000 (USA) | 773,596 (Sweden)","""For Your Eyes Only""- Copyright © MCMLXXXI Danjaq S.A."
2288828,Raiders of the Lost Ark (1981),1981,"Action, Adventure",USD,"18,000,000.00","63,972,488.14","3,115,115.00","11,071,203.19","6,397,117 (France) | 4,151,012 (Spain) | 1,201,930 (Sweden) | 2,498,639 (West Germany)",Lucasfilm Ltd. (LFL); 14 August 1981; PA112321 (in copyright registry)
2210356,Nighthawks (1981),1981,"Action, Crime, Thriller",USD,"5,000,000.00","17,770,135.59","2,525,360.00","8,975,197.92","401,148 (France) (1981) | 401,148 (France) | 611,451 (Spain) | 386,139 (West Germany) (1981)","COPYRIGHT ©MCMLXXXI by UNIVERSAL CITY STUDIOS, INC."
2275635,Prince of the City (1981),1981,"Crime, Drama, Thriller",USD,"8,600,000.00","30,564,633.22","7,840,272.00","27,864,539.31",,
2270749,Possession (1981),1981,"Drama, Horror",,,,"1,113,538.00","3,957,544.25",,
1984320,Halloween II (1981),1981,"Horror, Thriller",USD,"2,500,000.00","8,885,067.80","20,470,309.00","72,752,033.31",,copyright 1981 Dino DeLaurentiis Corp.
1881868,Diva (1981),1981,Thriller,,,,"108,372.00","385,157.03",,Copyright © by les Films Galaxie - Greenwich Film Production 1981
2229633,On Golden Pond (1981),1981,Drama,,,,"119,285,432.00","423,943,660.20","188,889 (Sweden)","Copyright MCMLXXXI ITC Films, Inc. (on print); ITC Films, Inc.; 25 January 1982; PA126935 (in copyright registry)"
2295575,Reds (1981),1981,"Biography, Drama, History, Romance",USD,"35,000,000.00","124,390,949.16","31,802,166.00","113,025,760.40","93,966 (Sweden)",© MCMLXXXI Barclays Mercantile Industrial Finance Limited
2531770,Under the Rainbow (1981),1981,Comedy,USD,"20,000,000.00","71,080,542.37","2,297,493.00","8,165,352.43",,
2181096,Mommie Dearest (1981),1981,"Biography, Drama",USD,"5,000,000.00","17,770,135.59","17,988,509.00","63,931,648.81",,Copyright 1981 Paramount Pictures Corporation
1781241,Body Heat (1981),1981,"Crime, Drama, Thriller",,,,"24,058,838.00","85,505,762.70","564,021 (Spain)",Copyright ©1981 The Ladd Company. All Rights Reserved (on print)
2468270,The Postman Always Rings Twice (1981),1981,"Crime, Drama, Romance, Thriller",,,,"12,200,000.00","43,359,130.85","154,443 (Sweden)","© 1981 Lorimar Film- und Fernsehproduktion, G.m.b.H."
2002500,History of the World: Part I (1981),1981,"Comedy, History, Musical",USD,"11,000,000.00","39,094,298.31","23,253,349.00","82,643,032.95","400,645 (Sweden)",© 1981 by BROOKSFILMS LIMITED All Rights Reserved. (on print)
2503087,Time Bandits (1981),1981,"Adventure, Comedy, Family, Fantasy, Sci-Fi",USD,"5,000,000.00","17,770,135.59","35,955,861.00","127,788,105.07","620,281 (Spain) | 127,712 (Sweden) | 446,926 (West Germany)",
1951988,Friday the 13th Part 2 (1981),1981,"Horror, Mystery, Thriller",USD,"1,250,000.00","4,442,533.90","6,429,784.00","22,851,626.70",,"Copyright © 1981 Georgetown Productions, Inc. All Rights Reserved."
1830096,Conan the Barbarian (1982),1982,"Action, Adventure, Fantasy",USD,"20,000,000.00","65,271,388.77","38,511,612.00","125,685,319.96","1,778,722 (France) | 1,460,563 (Spain) | 133,177 (Sweden) | 2,496,673 (West Germany)",© 1981 Dino De Laurentiis Corporation
2583601,Young Doctors in Love (1982),1982,Comedy,,,,"30,688,860.00","100,155,225.60",,
1722777,Amityville II: The Possession (1982),1982,"Drama, Horror, Thriller",,,,"11,328,000.00","36,969,714.60","88,558 (West Germany) (1984)",
2494924,The Year of Living Dangerously (1982),1982,"Drama, Romance, War",USD,"13,000,000.00","42,426,402.70","10,278,575.00","33,544,843.24",,MGM/UA Entertainment Company
2476743,The Secret of NIMH (1982),1982,"Animation, Drama, Family, Fantasy, Sci-Fi",USD,"7,000,000.00","22,844,986.07","10,140,325.00","33,093,654.77",,"Mrs. Brisby, Ltd."
2254219,Penitentiary II (1982),1982,Drama,,,,"662,896.00","2,163,407.13",,
2078652,Koyaanisqatsi (1982),1982,"Documentary, Music",,,,"1,723,872.00","5,625,975.98",,Copyright © MCMLXXXIII by the Institute of Regional Education (on print)
1976612,Grease 2 (1982),1982,"Comedy, Drama, Musical, Romance",USD,"13,200,000.00","43,079,116.59","11,045,234.00","36,046,888.13","136,743 (Sweden)",
2307247,Rocky III (1982),1982,"Drama, Sport",USD,"17,000,000.00","55,480,680.46","902,228.00","2,944,483.73","240,815 (Sweden) | 580,880 (West Germany)",1982 United Artists Corporation
2269410,Porky's (1982),1982,Comedy,USD,"4,000,000.00","13,054,277.75","105,124,546.00","343,081,255.58","261,155 (Sweden)",1981 - Porky's Productions (Astral) Inc. All rights reserved (on print)
2261353,Pink Floyd The Wall (1982),1982,"Drama, Musical",,,,"14,844,106.00","48,444,770.69","321,614 (Denmark) (2002) | 88,097 (Sweden)",MGM/UA Entertainment Co.
1951989,Friday the 13th Part III (1982),1982,"Horror, Thriller",USD,"4,000,000.00","13,054,277.75","33,312,481.00","108,717,594.92",,
1949144,Frances (1982),1982,"Biography, Drama, Romance",,,,"108,488.00","354,058.12","113,593 (Sweden)",
2267777,Poltergeist (1982),1982,Horror,USD,"10,700,000.00","34,920,192.99","74,706,019.00","243,808,280.49","186,940 (Sweden)",© 1982 by Metro-Goldwyn-Mayer Film Company and SLM Entertainment Ltd. (on print); Metro-Goldwyn-Mayer Film Company & SLM Entertainment Ltd.; 8 July 1982; PA142980 (in copyright registry)
1984323,Halloween III: Season of the Witch (1982),1982,"Horror, Sci-Fi",USD,"2,500,000.00","8,158,923.60","12,827,446.00","41,863,260.74",,COPYRIGHT © 1982 DINO De LAURENTIIS CORPORATION ALL RIGHTS RESERVED (on print)
1941011,Fitzcarraldo (1982),1982,"Adventure, Biography, Drama",,,,"72,937.00","238,034.96","52,953 (Sweden)",copyright 1981 Werner Herzog Filmproduktion
1959117,Gandhi (1982),1982,"Biography, Drama, History",USD,"22,000,000.00","71,798,527.65","52,767,889.00","172,211,669.88","321,547 (Sweden)",Carolina Bank Ltd. and National Film Development Corporation Ltd.
2545754,Victor Victoria (1982),1982,"Comedy, Music, Musical, Romance",,,,"28,215,453.00","92,083,090.11",,© 1982 by Ladbroke Entertainments Limited
1822639,Class Reunion (1982),1982,"Comedy, Horror",,,,"10,054,150.00","32,812,416.67",,
2489627,The Verdict (1982),1982,Drama,USD,"16,000,000.00","52,217,111.02","54,000,000.00","176,232,749.69",,Copyright © 1982 Twentieth Century-Fox Film Corporation (on print)
1711383,Airplane II: The Sequel (1982),1982,"Comedy, Romance, Sci-Fi",,,,"27,150,534.00","88,607,653.01","67,865 (Sweden)",Paramount Pictures Corporation
2485015,The Thing (1982),1982,"Horror, Mystery, Sci-Fi, Thriller",USD,"15,000,000.00","48,953,541.58","19,629,760.00","64,063,084.82","82,428 (Sweden) | 800,000 (West Germany)","Copyright © MCMLXXXII by Universal City Studios, Inc. All Rights Reserved (on print)"
2042414,It Came from Hollywood (1982),1982,"Comedy, Documentary",USD,"5,000,000.00","16,317,847.19","2,091,037.00","6,824,244.45",,
1837467,Creepshow (1982),1982,"Comedy, Horror",USD,"8,000,000.00","26,108,555.51","19,733,000.00","64,400,015.73",,"© 1982, Laurel Show, Inc. (on print)"
1939900,First Blood (1982),1982,"Action, Adventure, Drama, Thriller",USD,"14,000,000.00","45,689,972.14","47,212,904.00","154,082,590.61","459,043 (Sweden)","Anabasis Investments, N.V. MCMLXXXII"
2209821,Night Shift (1982),1982,Comedy,,,,"23,600,000.00","77,020,238.75",,
1776063,Blade Runner (1982),1982,"Drama, Sci-Fi, Thriller",USD,"28,000,000.00","91,379,944.28","32,868,943.00","107,270,077.86","2,040,068 (France) | 1,045,637 (Germany) | 173,571 (Spain) (1992) (re-release) | 1,095,881 (Spain) | 179,446 (Sweden)",copyright MCMLXXXII Blade Runner Partnership (on print)
2193407,My Favorite Year (1982),1982,Comedy,,,,"17,458,105.00","56,975,737.94",,© copyright 1982 by MGM/UA Entertainment Co. (on print)
2363015,Sophie's Choice (1982),1982,"Drama, Romance",USD,"12,000,000.00","39,162,833.26","19,962,353.00","65,148,525.17","235,500 (Sweden)",© copyright 1982 ITC Films Inc. (on print)
1897778,E.T. the Extra-Terrestrial (1982),1982,"Adventure, Family, Fantasy, Sci-Fi",USD,"10,500,000.00","34,267,479.11","31,429,332.00","102,571,807.39","8,931,000 (France) | 284,454 (Germany) (14 April 2002) | 101,489 (Germany) (31 March 2002) (re-release) | 83,035 (Norway) (19 May 2002) | 58,595 (Norway) (28 April 2002) | 411,025 (Spain) (11 April 2002) (re-release) | 7,570,179 (Spain)","© 1982, 2002 Universal Studios"
1858363,Death Wish II (1982),1982,"Action, Crime, Drama, Thriller",USD,"2,000,000.00","6,527,138.88","7,533,000.00","24,584,468.58","1,160,534 (France) | 813,443 (Spain) (1982) | 652,363 (West Germany)",Copyright © MCMLXXXI American European Productions Inc.
1856672,Dead Men Don't Wear Plaid (1982),1982,"Comedy, Crime, Mystery, Thriller",,,,"18,196,170.00","59,384,464.31",,"Copyright © MCMLXXXII by Universal City Studio, Inc."
1879298,Diner (1982),1982,"Comedy, Drama",USD,"5,000,000.00","16,317,847.19","14,100,000.00","46,016,329.09",,"1982 Metro-Goldwin-Mayer Film Co. and SLM Entertainment, Ltd."
1925610,Experience Preferred... But Not Essential (1982),1982,Drama,,,,"822,650.00","2,684,775.40",,
2402907,Tex (1982),1982,Drama,,,,"7,000,536.00","22,846,735.34",,1982 Walt Disney Productions
2390996,TRON (1982),1982,"Action, Adventure, Sci-Fi",USD,"17,000,000.00","55,480,680.46","26,918,576.00","87,850,641.97","514,545 (West Germany)",© Copyright - MCMLXXXII - Walt Disney Productions
2424023,The Dark Crystal (1982),1982,"Adventure, Family, Fantasy",USD,"15,000,000.00","48,953,541.58","39,497,722.00","128,903,558.42",,
2247913,Parasite (1982),1982,"Horror, Sci-Fi",USD,"800,000.00","2,610,855.55","7,000,000.00","22,844,986.07",,
1930730,Fanny och Alexander (1982),1982,"Drama, Fantasy, Mystery",,,,"4,971,340.00","16,224,313.29","785,962 (Argentina) | 557,672 (Sweden)",
1932160,Fast Times at Ridgemont High (1982),1982,"Comedy, Drama, Romance",USD,"4,500,000.00","14,686,062.47","27,092,880.00","88,419,495.17",,"Copyright © MCMLXXXII by Universal City Studios, Inc. All Rights Reserved (on print)"
1806845,Cat People (1982),1982,"Drama, Fantasy, Horror, Romance, Thriller",USD,"18,000,000.00","58,744,249.90","5,694,940.00","18,585,832.14","241,620 (Sweden)",RKO Pictures & Universal Pictures
2114635,Le retour de Martin Guerre (1982),1982,"Biography, Crime, Drama, History, Mystery, Romance",,,,"2,382,482.00","7,775,395.44",,
2371705,Star Trek: The Wrath of Khan (1982),1982,"Action, Adventure, Sci-Fi, Thriller",USD,"11,000,000.00","35,899,263.83","78,633,541.00","256,626,021.26",,Copyright © MCMLXXXII by Paramount Pictures Corporation
2539567,Vacation (1983),1983,"Adventure, Comedy, Romance",USD,"15,000,000.00","47,161,408.07","61,400,000.00","193,047,363.71",,Warner Bros. Inc.
1822607,Class (1983),1983,"Comedy, Drama, Romance",,,,"21,667,789.00","68,125,562.61",,
2188074,Mr. Mom (1983),1983,"Comedy, Drama",,,,"64,800,000.00","203,737,282.88",,Sherwood Productions
1840882,Cujo (1983),1983,"Horror, Thriller",USD,"5,000,000.00","15,720,469.36","21,200,000.00","66,654,790.08",,"Sunn Classic Pictures, Inc."
2464777,The Outsiders (1983),1983,"Crime, Drama",USD,"10,000,000.00","31,440,938.72","25,600,000.00","80,488,803.11",,The Complete Novel: © 2005 Zoetrope Corporation.
1788165,Breathless (1983),1983,"Action, Drama, Romance, Thriller",,,,"19,910,002.00","62,598,915.27",,
2195417,My Tutor (1983),1983,"Comedy, Drama",,,,"22,587,000.00","71,015,648.28",,
2371787,Star Wars: Episode VI - Return of the Jedi (1983),1983,"Action, Adventure, Fantasy, Sci-Fi",USD,"32,500,000.00","102,183,050.83","309,125,409.00","971,919,303.98","865,323 (France) (27 May 1997) (reissue) | 966,979 (France) (reissue) | 920,575 (France) (original release) | 46,377 (France) (opening day) | 4,263,000 (France) | 3,270,800 (France) (original release) | 220,656 (France) (reissue) | 841,783 (Germany) (20 May 1997) (special edition) | 773,302 (Germany) (12 May 1997) (special edition) | 607,757 (Germany) (5 May 1997) (special edition) | 384,264 (Germany) (opening week) (special edition) | 318,098 (Germany) (opening week) (special edition) | 22,743 (Portugal) (8 May 1997) (reissue) | 16,709 (Portugal) (1 May 1997) (reissue) | 2,378,453 (Spain) (1983) (release version to date) | 274,911 (Spain) (special edition to date) | 437,970 (Sweden) (1984)",TM & © Lucasfilm Ltd. (LFL) 1983 (on original print)
2400921,Tender Mercies (1983),1983,"Drama, Music",,,,"534,934.00","1,681,882.71","124,787 (Spain)","©1982 EMI FILMS, INC. All Rights Reserved"
2412502,The Big Chill (1983),1983,"Comedy, Drama",,,,"56,968.00","179,112.74",,"Columbia Pictures Industries, Inc."
2269426,Porky's II: The Next Day (1983),1983,Comedy,USD,"6,500,000.00","20,436,610.17","33,759,266.00","106,142,301.34","102,441 (Sweden)",© Simon Film Productions MCMLXXXIII All Rights Reserved (on print)
